"ONTOLOGY","TERM","N","DE","P.DE","FDR"
"BP","glutamyl-tRNA aminoacylation",2,0,1.00000000000098,1
"BP","glutaminyl-tRNA aminoacylation",1,0,0.999999999979275,1
"BP","glycyl-tRNA aminoacylation",1,0,0.999999999996153,1
"BP","histidyl-tRNA aminoacylation",2,0,1.00000000001536,1
"BP","isoleucyl-tRNA aminoacylation",2,0,0.999999999995352,1
"BP","leucyl-tRNA aminoacylation",2,0,1.00000000006977,1
"BP","lysyl-tRNA aminoacylation",1,0,1.00000000000238,1
"BP","methionyl-tRNA aminoacylation",2,0,1.00000000001576,1
"BP","prolyl-tRNA aminoacylation",2,0,1.0000000000502,1
"BP","seryl-tRNA aminoacylation",2,0,1.00000000005235,1
"BP","tryptophanyl-tRNA aminoacylation",2,0,1.00000000002401,1
"BP","valyl-tRNA aminoacylation",2,0,1.00000000002348,1
"BP","regulation of translational initiation by iron",2,0,1.000000000018,1
"BP","regulation of translational termination",8,0,1,1
"BP","translational readthrough",9,0,1,1
"BP","translational frameshifting",2,0,0.999999999980441,1
"BP","'de novo' protein folding",10,0,1,1
"BP","steroid hormone receptor complex assembly",1,0,0.999999999983474,1
"BP","internal protein amino acid acetylation",10,0,1,1
"BP","protein sulfation",4,0,0.999999999982422,1
"BP","peptidyl-tyrosine sulfation",1,0,1.00000000003793,1
"BP","N-terminal protein amino acid methylation",2,0,1.00000000001152,1
"BP","C-terminal protein methylation",2,0,1.00000000001152,1
"BP","protein demethylation",1,0,1.00000000001715,1
"BP","N-glycan processing",22,0,1,1
"BP","N-terminal protein palmitoylation",2,0,0.999999999995042,1
"BP","glycoprotein catabolic process",38,0,1,1
"BP","alanine metabolic process",5,0,1.00000000003327,1
"BP","alanine catabolic process",5,0,1.00000000003327,1
"BP","L-arginine biosynthetic process",5,0,1.00000000004212,1
"BP","L-asparagine catabolic process",1,0,0.999999999971696,1
"BP","aspartate metabolic process",9,0,1,1
"BP","aspartate biosynthetic process",3,0,1.00000000006582,1
"BP","L-aspartate catabolic process",3,0,1.00000000001622,1
"BP","cysteine metabolic process",10,0,1,1
"BP","glutamate metabolic process",35,0,1,1
"BP","glutamate biosynthetic process",6,0,1.0000000000214,1
"BP","L-glutamate catabolic process",8,0,1,1
"BP","gamma-aminobutyrate shunt",2,0,1.00000000004564,1
"BP","glutamine metabolic process",17,0,1,1
"BP","glutamine biosynthetic process",1,0,0.999999999974123,1
"BP","L-glutamine catabolic process",2,0,1.0000000000531,1
"BP","glycine metabolic process",13,0,1,1
"BP","glycine biosynthetic process",5,0,1.00000000003225,1
"BP","glycine catabolic process",3,0,1.00000000000257,1
"BP","L-histidine metabolic process",8,0,1,1
"BP","L-histidine catabolic process",8,0,1,1
"BP","L-leucine catabolic process",7,0,1,1
"BP","lysine metabolic process",7,0,1,1
"BP","lysine catabolic process",7,0,1,1
"BP","S-adenosylmethionine biosynthetic process",4,0,0.999999999994206,1
"BP","L-phenylalanine metabolic process",8,0,1,1
"BP","L-phenylalanine catabolic process",8,0,1,1
"BP","L-proline catabolic process",4,0,1.00000000001137,1
"BP","L-serine metabolic process",12,0,1,1
"BP","L-serine biosynthetic process",6,0,1.00000000004317,1
"BP","L-serine catabolic process",3,0,1.00000000002093,1
"BP","L-tryptophan metabolic process",14,0,1,1
"BP","L-tryptophan catabolic process",9,0,1,1
"BP","tyrosine metabolic process",17,0,1,1
"BP","tyrosine biosynthetic process",2,0,1.00000000008363,1
"BP","L-tyrosine catabolic process",6,0,1.00000000000339,1
"BP","amino-acid betaine metabolic process",18,0,1,1
"BP","amino-acid betaine biosynthetic process",7,0,1,1
"BP","amino-acid betaine catabolic process",3,0,1.00000000000114,1
"BP","ethanolamine metabolic process",1,0,1.00000000000092,1
"BP","acetylcholine catabolic process",3,0,1.00000000005384,1
"BP","melanin metabolic process",25,0,1,1
"BP","melanin biosynthetic process from tyrosine",4,0,1.0000000000017,1
"BP","dopamine biosynthetic process from tyrosine",1,0,1.00000000000586,1
"BP","serotonin biosynthetic process from tryptophan",1,0,1.00000000002054,1
"BP","octopamine biosynthetic process",3,0,1.00000000002204,1
"BP","thyroid hormone generation",22,0,1,1
"BP","ornithine metabolic process",5,0,1.00000000003511,1
"BP","ornithine biosynthetic process",1,0,0.999999999971169,1
"BP","L-ornithine catabolic process",1,0,0.99999999995837,1
"BP","spermine biosynthetic process",2,0,1.000000000035,1
"BP","polyamine catabolic process",4,0,1.00000000001275,1
"BP","creatine metabolic process",4,0,1.00000000002303,1
"BP","creatine biosynthetic process",2,0,1.00000000003705,1
"BP","phosphocreatine metabolic process",5,0,1.00000000004974,1
"BP","NLS-bearing protein import into nucleus",25,0,1,1
"BP","ribosomal protein import into nucleus",4,0,1.00000000000967,1
"BP","SRP-dependent cotranslational protein targeting to membrane, translocation",8,0,1,1
"BP","SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",7,0,1,1
"BP","post-translational protein targeting to endoplasmic reticulum membrane",16,0,1,1
"BP","protein retention in ER lumen",7,0,1,1
"BP","vacuolar protein processing",2,0,1.00000000001258,1
"BP","monoacylglycerol biosynthetic process",9,0,1,1
"BP","phosphatidylethanolamine biosynthetic process",12,0,1,1
"BP","phospholipid transfer to membrane",3,0,0.999999999997358,1
"BP","diacylglycerol biosynthetic process",8,0,1,1
"BP","phosphatidylglycerol biosynthetic process",7,0,1,1
"BP","phosphatidylserine biosynthetic process",3,0,1.00000000002546,1
"BP","phosphatidylserine catabolic process",4,0,0.999999999992638,1
"BP","platelet activating factor biosynthetic process",4,0,0.999999999927401,1
"BP","3-keto-sphinganine metabolic process",1,0,0.999999999979557,1
"BP","sphinganine metabolic process",3,0,0.999999999997963,1
"BP","sphinganine-1-phosphate metabolic process",2,0,1.0000000000074,1
"BP","sphinganine-1-phosphate biosynthetic process",1,0,0.999999999988224,1
"BP","sphingosine metabolic process",22,0,1,1
"BP","phytosphingosine metabolic process",1,0,0.999999999991131,1
"BP","glycosylceramide metabolic process",21,0,1,1
"BP","glucosylceramide metabolic process",11,0,1,1
"BP","glucosylceramide biosynthetic process",3,0,1.00000000004795,1
"BP","glucosylceramide catabolic process",8,0,1,1
"BP","galactosylceramide metabolic process",8,0,1,1
"BP","galactosylceramide biosynthetic process",6,0,1.00000000007888,1
"BP","galactosylceramide catabolic process",2,0,1.00000000001313,1
"BP","sphingomyelin catabolic process",7,0,1,1
"BP","glycosphingolipid metabolic process",70,0,1,1
"BP","glycosphingolipid biosynthetic process",40,0,1,1
"BP","ganglioside catabolic process",8,0,1,1
"BP","C21-steroid hormone biosynthetic process",22,0,1,1
"BP","progesterone biosynthetic process",8,0,1,1
"BP","estrogen biosynthetic process",11,0,1,1
"BP","glucocorticoid biosynthetic process",17,0,1,1
"BP","mineralocorticoid biosynthetic process",11,0,1,1
"BP","steroid catabolic process",26,0,1,1
"BP","cholesterol catabolic process",9,0,1,1
"BP","androgen catabolic process",5,0,1.00000000001958,1
"BP","estrogen catabolic process",1,0,1.00000000003251,1
"BP","glucocorticoid catabolic process",1,0,1.00000000000096,1
"BP","sesquiterpenoid metabolic process",3,0,1.00000000006021,1
"BP","triterpenoid metabolic process",2,0,1.00000000002493,1
"BP","eye pigment biosynthetic process",2,0,1.00000000002852,1
"BP","one-carbon metabolic process",23,0,1,1
"BP","nicotinamide riboside catabolic process",1,0,0.999999999965262,1
"BP","NADP+ biosynthetic process",7,0,1,1
"BP","NADP+ catabolic process",2,0,1.00000000002924,1
"BP","FAD biosynthetic process",1,0,0.999999999980527,1
"BP","glutathione catabolic process",6,0,1.00000000002979,1
"BP","biotin metabolic process",4,0,0.999999999972218,1
"BP","nicotinamide metabolic process",5,0,1.00000000003499,1
"BP","riboflavin metabolic process",5,0,1.000000000039,1
"BP","Mo-molybdopterin cofactor biosynthetic process",6,0,1.0000000000243,1
"BP","heme A biosynthetic process",10,0,1,1
"BP","heme B biosynthetic process",9,0,1,1
"BP","porphyrin-containing compound catabolic process",13,0,1,1
"BP","heme oxidation",2,0,1.00000000003465,1
"BP","bilirubin conjugation",2,0,1.00000000004588,1
"BP","regulation of nitrogen utilization",3,0,1.00000000004593,1
"BP","copper ion transport",16,0,1,1
"BP","manganese ion transport",12,0,1,1
"BP","water transport",28,0,1,1
"BP","serotonin transport",21,0,1,1
"BP","tricarboxylic acid transport",5,0,1.00000000000796,1
"BP","mitochondrial citrate transmembrane transport",1,0,0.999999999953626,1
"BP","acetate transport",1,0,1.00000000000846,1
"BP","pyruvate transport",8,0,1,1
"BP","pyruvate import into mitochondria",3,0,1.00000000003306,1
"BP","carnitine shuttle",4,0,0.999999999990296,1
"BP","xenobiotic transmembrane transport",17,0,1,1
"BP","oligopeptide transport",20,0,1,1
"BP","nucleotide transport",46,0,1,1
"BP","purine nucleobase transport",12,0,1,1
"BP","pyrimidine nucleotide transport",2,0,1.00000000001735,1
"BP","asparagine transport",4,0,0.99999999997161,1
"BP","glutamine transport",10,0,1,1
"BP","pinocytosis",22,0,1,1
"BP","inflammatory cell apoptotic process",23,0,1,1
"BP","negative regulation of cell adhesion involved in substrate-bound cell migration",4,0,0.999999999984285,1
"BP","cellular defense response",49,0,1,1
"BP","hypotonic response",13,0,1,1
"BP","response to lipid hydroperoxide",3,0,0.999999999983594,1
"BP","ER overload response",11,0,1,1
"BP","ER-nucleus signaling pathway",55,0,1,1
"BP","response to sterol depletion",21,0,1,1
"BP","cellular response to nitrogen starvation",12,0,1,1
"BP","nuclear pore organization",15,0,1,1
"BP","nucleolus organization",17,0,1,1
"BP","inner mitochondrial membrane organization",44,0,1,1
"BP","actin ubiquitination",1,0,1.00000000000059,1
"BP","tubulin complex assembly",9,0,1,1
"BP","post-chaperonin tubulin folding pathway",6,0,1.00000000002553,1
"BP","cytoplasm organization",16,0,1,1
"BP","protein catabolic process in the vacuole",30,0,1,1
"BP","spindle assembly involved in female meiosis",12,0,1,1
"BP","spindle assembly involved in female meiosis I",4,0,0.99999999999554,1
"BP","male meiosis chromosome segregation",4,0,1.00000000001731,1
"BP","regulation of sister chromatid cohesion",18,0,1,1
"BP","mitotic sister chromatid cohesion",31,0,1,1
"BP","female meiosis sister chromatid cohesion",1,0,0.99999999999061,1
"BP","mitotic chromosome movement towards spindle pole",4,0,0.999999999966073,1
"BP","traversing start control point of mitotic cell cycle",4,0,1.00000000000499,1
"BP","male meiosis cytokinesis",1,0,0.999999999986146,1
"BP","endomitotic cell cycle",3,0,1.00000000003669,1
"BP","meiosis II",2,0,1.00000000003889,1
"BP","meiotic recombination nodule assembly",1,0,1.00000000000176,1
"BP","female meiosis II",2,0,1.00000000003889,1
"BP","calcium-independent cell-matrix adhesion",4,0,0.999999999975254,1
"BP","receptor guanylyl cyclase signaling pathway",11,0,1,1
"BP","activation of transmembrane receptor protein tyrosine kinase activity",3,0,1.0000000000608,1
"BP","signal complex assembly",8,0,1,1
"BP","negative regulation of epidermal growth factor-activated receptor activity",10,0,1,1
"BP","regulation of epidermal growth factor-activated receptor activity",10,0,1,1
"BP","adenylate cyclase-activating dopamine receptor signaling pathway",11,0,1,1
"BP","adenylate cyclase-activating serotonin receptor signaling pathway",5,0,1.000000000037,1
"BP","adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway",8,0,1,1
"BP","G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger",2,0,1.00000000001456,1
"BP","phospholipase C-activating G protein-coupled glutamate receptor signaling pathway",5,0,1.00000000002453,1
"BP","phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway",8,0,1,1
"BP","G protein-coupled acetylcholine receptor signaling pathway",21,0,1,1
"BP","Wnt signaling pathway, calcium modulating pathway",5,0,1.00000000002187,1
"BP","patched ligand maturation",1,0,0.999999999977867,1
"BP","osmosensory signaling pathway",9,0,1,1
"BP","activation of NF-kappaB-inducing kinase activity",10,0,1,1
"BP","I-kappaB phosphorylation",4,0,1.00000000002589,1
"BP","JUN phosphorylation",1,0,0.999999999990961,1
"BP","neuromuscular synaptic transmission",33,0,1,1
"BP","spermatogonial cell division",4,0,1.00000000000925,1
"BP","spermatid nucleus differentiation",30,0,1,1
"BP","spermatid nucleus elongation",4,0,0.999999999968893,1
"BP","sperm individualization",1,0,0.999999999988116,1
"BP","vitellogenesis",4,0,0.999999999982869,1
"BP","oocyte construction",8,0,1,1
"BP","oocyte axis specification",8,0,1,1
"BP","oocyte anterior/posterior axis specification",6,0,1.00000000003888,1
"BP","pole plasm assembly",6,0,1.00000000003888,1
"BP","sperm displacement",1,0,1.00000000000858,1
"BP","peptide pheromone maturation",1,0,0.999999999969442,1
"BP","binding of sperm to zona pellucida",43,0,1,1
"BP","penetration of zona pellucida",11,0,1,1
"BP","egg activation",12,0,1,1
"BP","pronuclear fusion",1,0,0.999999999953351,1
"BP","cellularization",1,0,0.999999999988116,1
"BP","tripartite regional subdivision",21,0,1,1
"BP","zygotic determination of anterior/posterior axis, embryo",7,0,1,1
"BP","thorax and anterior abdomen determination",5,0,1.00000000002219,1
"BP","ventral midline determination",1,0,0.999999999999834,1
"BP","segment specification",18,0,1,1
"BP","anterior compartment pattern formation",1,0,1.00000000002168,1
"BP","posterior compartment specification",1,0,1.00000000002168,1
"BP","neuroblast fate determination",1,0,0.999999999962469,1
"BP","glial cell fate determination",1,0,1.00000000000739,1
"BP","negative regulation of neuroblast proliferation",14,0,1,1
"BP","axon target recognition",3,0,1.0000000000614,1
"BP","ventral midline development",6,0,1.00000000006714,1
"BP","salivary gland development",37,0,1,1
"BP","salivary gland morphogenesis",33,0,1,1
"BP","foregut morphogenesis",11,0,1,1
"BP","endodermal cell fate determination",2,0,1.00000000003498,1
"BP","midgut development",11,0,1,1
"BP","visceral mesoderm-endoderm interaction involved in midgut development",1,0,0.999999999959663,1
"BP","posterior midgut development",2,0,1.00000000001632,1
"BP","ectoderm and mesoderm interaction",1,0,0.999999999980514,1
"BP","mesodermal cell fate determination",3,0,1.0000000000321,1
"BP","gonadal mesoderm development",2,0,1.00000000003444,1
"BP","mesoderm migration involved in gastrulation",2,0,0.999999999987146,1
